z,y,x,label
2512,74192,315328,0
2520,73952,316088,0
2518,74560,315376,0
2520,74648,315128,0
2516,74176,315288,0
2518,74808,315184,0
2522,74576,315584,0
2526,74656,315392,0
2528,74208,315512,0
2526,74120,315368,0
2532,73824,316248,0
2522,73992,315376,0
2530,74672,315296,0
2530,74360,315712,0
2534,74416,315664,0
2542,73944,315960,0
2532,74016,315368,0
2540,73872,316120,0
2532,74640,315424,0
2560,74120,315448,0
2546,74504,315528,0
2556,73968,315600,0
2556,74128,315712,0
2552,74040,315784,0
2552,74136,315760,0
2552,74160,315440,0
2570,73976,315392,0
2562,74304,315488,0
2562,74296,315536,0
2574,73984,315584,0
2590,74000,315512,0
2594,73960,315568,0
2558,75112,320184,0
2548,75120,320192,0
2558,75056,320096,0
2574,74344,319056,0
2576,75160,320152,0
2596,74456,319160,0
2586,74560,319136,0
2618,75288,320368,0
2510,77400,313008,0
2520,77320,313152,0
2532,77272,312912,0
2534,77384,312984,0
2528,77264,312912,0
2536,77176,312944,0
2548,77200,313096,0
2566,77224,312912,0
2570,77384,312984,0
2578,77168,312984,0
2604,76008,321912,0
2608,75872,321720,0
2588,76616,323144,0
2594,76552,322920,0
2598,76760,323264,0
2576,81344,316768,0
2522,83368,315952,0
2524,83256,315936,0
2588,83856,315592,0
2604,87088,312856,0
2556,89960,310112,0
2558,90056,310096,0
2564,89344,310184,0
2564,89472,310144,0
2564,89504,310128,0
2568,89424,310160,0
2564,89456,310144,0
2592,89040,310312,0
2568,90760,310184,0
2564,90448,310152,0
2586,91120,310200,0
2594,91392,310200,0
2590,91296,310232,0
2592,91488,310176,0
2524,92424,309960,0
2522,92216,309992,0
2528,92160,310056,0
2524,92160,310064,0
2528,92624,309936,0
2532,93168,309896,0
2544,92216,310040,0
2576,93352,309808,0
2592,93456,309760,0
2606,93592,309696,0
2644,64696,327376,0
2632,64752,327376,0
2666,68336,319840,0
2616,71304,317776,0
2622,71616,317736,0
2640,71160,317736,0
2620,71080,317792,0
2636,70808,318224,0
2632,71552,317776,0
2640,70784,318288,0
2644,70744,318232,0
2652,71376,317712,0
2648,71360,317672,0
2658,71296,317816,0
2660,70784,318272,0
2666,70472,318360,0
2658,71328,317744,0
2668,70752,318328,0
2672,71048,317840,0
2654,75112,307592,0
2606,73928,315520,0
2610,74592,319272,0
2612,74936,319784,0
2620,74720,319544,0
2622,74632,319408,0
2636,74976,319888,0
2668,75504,320360,0
2620,75736,321520,0
2636,75600,321336,0
2634,75544,320904,0
2608,77392,312928,0
2604,77520,312928,0
2614,77264,312904,0
2620,77456,312960,0
2642,77456,312768,0
2634,77480,312960,0
2648,77536,312896,0
2668,77352,312824,0
2664,77376,312832,0
2604,75936,321744,0
2614,84152,315392,0
2624,84176,315376,0
2634,84312,315320,0
2664,85912,314464,0
2668,84880,315032,0
2668,85904,314464,0
2618,87712,311952,0
2630,87736,311840,0
2636,87824,311728,0
2642,87896,311624,0
2646,88000,311504,0
2632,86968,313208,0
2624,87480,312440,0
2632,87376,312536,0
2634,87384,312464,0
2656,86712,313464,0
2670,86616,313576,0
2610,88880,310464,0
2620,88784,310560,0
2616,88632,310696,0
2618,88688,310672,0
2644,88544,310808,0
2646,88208,311240,0
2646,88328,311088,0
2650,88448,310872,0
2656,88496,310928,0
2648,88136,311328,0
2654,88408,310944,0
2672,88456,310888,0
2616,93696,309632,0
2646,93992,309480,0
2648,94088,309384,0
2648,94064,309392,0
2648,94080,309392,0
2652,94064,309440,0
2664,94160,309400,0
2710,65176,322144,0
2676,64128,331352,0
2678,64168,331216,0
2682,64392,330808,0
2692,64040,331800,0
2690,64080,331888,0
2696,64080,331952,0
2700,64000,332096,0
2710,63984,332224,0
2678,70608,318096,0
2704,70704,318120,0
2688,73688,315392,0
2704,73712,315408,0
2680,75016,307568,0
2684,75016,307512,0
2698,74944,307624,0
2702,75472,320416,0
2690,84840,315024,0
2696,85096,314872,0
2686,86512,313744,0
2700,86392,313904,0
2708,86248,314072,0
2690,94576,309248,0
2686,95112,308816,0
2688,95392,308752,0
2782,63176,333392,0
2786,63080,333456,0
2792,63024,333424,0
2702,64944,321624,0
2744,65384,321920,0
2748,65104,321936,0
2746,65432,321976,0
2758,65264,321896,0
2760,65512,321936,0
2764,65152,321976,0
2770,65536,321824,0
2772,64944,321952,0
2780,64864,321976,0
2826,64344,322096,0
2756,64656,327728,0
2764,64656,328096,0
2778,64592,328336,0
2772,64624,328144,0
2724,64656,330432,0
2734,64752,330280,0
2728,64840,330152,0
2760,64864,329640,0
2738,63872,332448,0
2750,63688,332856,0
2744,63584,332928,0
2748,63544,333000,0
2740,67544,309592,0
2730,67464,309584,0
2746,67256,320416,0
2748,67376,320320,0
2756,67488,320408,0
2754,67384,320280,0
2772,66976,320632,0
2760,67560,320384,0
2774,67152,320352,0
2772,67416,320304,0
2790,67472,320360,0
2790,67608,320360,0
2792,67592,320184,0
2802,67312,320448,0
2788,67328,320328,0
2796,67264,320496,0
2774,65888,321656,0
2768,65904,321584,0
2786,65760,321632,0
2790,66392,321128,0
2792,65888,321496,0
2790,66640,320928,0
2790,65680,321632,0
2792,66120,321392,0
2808,67136,320576,0
2730,68640,319520,0
2730,68320,319760,0
2732,68536,319560,0
2738,67632,320192,0
2742,67624,320128,0
2744,69240,319232,0
2754,69328,319216,0
2770,69472,319224,0
2772,68696,319496,0
2772,69184,319104,0
2768,68448,319728,0
2770,69632,319168,0
2764,68416,319696,0
2764,68432,319696,0
2774,69496,318920,0
2764,68416,319680,0
2776,69264,319304,0
2778,68864,319424,0
2784,69568,318944,0
2802,67616,320312,0
2708,70640,318200,0
2702,70744,318296,0
2700,70736,318272,0
2700,70736,318320,0
2718,70664,318296,0
2724,70320,318304,0
2728,70448,318272,0
2728,70136,318744,0
2748,69856,318848,0
2734,73584,315440,0
2756,73552,315424,0
2770,73624,315432,0
2774,73552,315400,0
2790,73592,315432,0
2794,73536,315432,0
2702,74992,307624,0
2714,74952,307568,0
2708,74992,307616,0
2718,74896,307624,0
2708,75008,307616,0
2786,75080,307184,0
2758,75096,307184,0
2714,77568,312816,0
2714,77320,312832,0
2756,77536,312776,0
2768,77312,312776,0
2754,77368,312688,0
2742,77552,312816,0
2756,77488,312896,0
2764,77304,312696,0
2764,77280,312704,0
2764,77296,312720,0
2770,77296,312712,0
2774,77408,312872,0
2782,77400,312760,0
2792,77360,312648,0
2790,77504,312864,0
2792,77544,312832,0
2792,77504,312720,0
2802,77440,312856,0
2794,77312,312696,0
2774,81736,316600,0
2798,81904,316608,0
2796,81848,316560,0
2708,85640,314400,0
2702,95296,308768,0
2712,95896,308536,0
2724,96136,308520,0
2748,96424,308472,0
2740,96320,308448,0
2772,96664,308392,0
2768,96640,308464,0
2800,98928,306920,0
2904,63432,322480,0
2900,63408,322424,0
2874,62232,333816,0
2888,62112,333928,0
2900,62016,334008,0
2856,63704,322368,0
2864,63840,322344,0
2878,63688,322376,0
2894,66928,309344,0
2812,66720,320712,0
2800,66736,320720,0
2800,66752,320704,0
2804,66840,320632,0
2804,66064,321376,0
2804,66080,321376,0
2812,66688,320760,0
2818,66168,321712,0
2836,66664,320784,0
2886,66008,320912,0
2884,66760,321104,0
2894,65952,320952,0
2904,65808,320944,0
2904,65736,320936,0
2808,69256,319096,0
2820,69560,319024,0
2838,69288,319160,0
2866,69216,319280,0
2872,69248,319240,0
2886,69152,319336,0
2896,69120,319384,0
2808,73536,315384,0
2806,73584,315416,0
2844,74480,307832,0
2838,75160,307040,0
2860,75112,307024,0
2826,75248,320784,0
2862,75248,320840,0
2848,77520,312656,0
2858,77440,312752,0
2892,77416,312768,0
2828,82144,316568,0
2812,98272,307544,0
2832,98240,307720,0
2836,97816,308008,0
2842,97464,308064,0
2846,97144,308192,0
2846,98024,307984,0
2858,98120,307856,0
2866,97216,308200,0
2810,99048,306872,0
2820,99208,306808,0
2830,99440,306680,0
2824,99312,306744,0
2856,99968,306392,0
2858,99832,306488,0
2856,100048,306336,0
2860,100176,306264,0
2860,100112,306296,0
2860,100224,306240,0
2868,100512,306176,0
2870,100512,306104,0
2880,102464,305472,0
2880,100608,306048,0
2892,101752,305632,0
2880,102328,305504,0
2880,102352,305504,0
2894,100728,305968,0
2884,102096,305552,0
2888,101920,305592,0
2896,101296,305752,0
2892,101576,305680,0
2896,101432,305712,0
2904,101016,305848,0
2820,102928,305248,0
2850,104240,304608,0
2850,103920,304736,0
2840,104000,304680,0
2844,104016,304704,0
2858,103296,305032,0
2858,103576,304880,0
2856,103632,304808,0
2852,103808,304784,0
2860,103368,304960,0
2860,104384,304624,0
2856,103456,304944,0
2866,103520,304888,0
2874,102976,305216,0
2864,103168,305104,0
2872,103040,305184,0
2882,102944,305288,0
2924,61872,334112,0
2904,63504,322464,0
2910,66888,309312,0
2904,65976,320912,0
2908,65976,320912,0
2912,65776,320944,0
2916,74232,307792,0
2920,74240,307864,0
2930,74200,307824,0
2910,77296,312720,0
2916,77328,312584,0
2910,77544,312696,0
2916,77344,312640,0
2932,77264,312592,0
2942,77400,312752,0
2940,77320,312520,0
2910,105064,304256,0
2908,104992,304320,0
2980,61344,334384,0
2994,61376,334392,0
3008,61296,334448,0
2972,62688,322800,0
2958,62608,322704,0
2956,62944,322728,0
2970,62688,322864,0
2964,62792,322688,0
2982,62528,322944,0
2990,62136,322992,0
2950,61728,334200,0
2972,61552,334296,0
2954,65344,321032,0
2994,66616,309248,0
2978,68848,319848,0
2988,73160,315064,0
2982,73232,315120,0
3006,73144,314912,0
2952,75552,307584,0
2956,77312,312696,0
2960,77432,312680,0
2966,77488,312696,0
2972,77288,312616,0
2980,77368,312624,0
2986,77464,312664,0
2988,77344,312576,0
3000,77352,312648,0
2992,77440,312656,0
2954,83296,316416,0
2948,83312,316360,0
2964,83328,316352,0
2974,83744,316504,0
2978,83560,316456,0
2990,83824,316528,0
3092,61440,323392,0
3100,61384,323288,0
3102,61440,323320,0
3100,61296,323472,0
3022,61144,334520,0
3028,61968,323096,0
3076,61568,323280,0
3080,61456,323296,0
3086,61496,323312,0
3092,61496,323304,0
3046,68568,320216,0
3082,68464,320208,0
3082,73520,307912,0
3106,73296,307944,0
3056,73040,314768,0
3078,72976,314784,0
3024,73832,307856,0
3038,75320,321120,0
3082,77440,312248,0
3006,77248,312504,0
3012,77448,312440,0
3018,77320,312400,0
3032,77408,312608,0
3032,77440,312560,0
3014,83872,316560,0
3054,84680,316536,0
3094,85112,316648,0
3040,105560,303344,0
3108,61392,323448,0
3112,61336,323376,0
3120,61080,323552,0
3124,60896,323512,0
3132,60944,323584,0
3136,61032,323456,0
3144,60968,323528,0
3152,60744,323632,0
3152,60856,323512,0
3158,60800,323568,0
3170,60664,323600,0
3164,60648,323664,0
3168,60608,323664,0
3172,60592,323680,0
3176,60560,323680,0
3180,60568,323600,0
3184,60488,323696,0
3186,60464,323608,0
3188,60448,323712,0
3196,60336,323632,0
3194,60384,323728,0
3200,60400,323616,0
3182,60040,335240,0
3194,59928,335320,0
3172,63344,321400,0
3192,63328,321424,0
3120,64264,321304,0
3172,66008,309000,0
3184,65952,309016,0
3138,68344,320664,0
3200,68136,320920,0
3140,72968,307944,0
3160,72856,307952,0
3162,72808,307992,0
3140,72592,314336,0
3166,72472,314152,0
3172,72360,314080,0
3180,72280,314024,0
3188,72240,313976,0
3104,72728,314560,0
3156,75088,306592,0
3128,77504,312296,0
3128,77272,312248,0
3148,77328,312280,0
3150,77248,312272,0
3158,77504,312104,0
3176,77720,312072,0
3172,77680,312112,0
3186,77760,312048,0
3144,77696,312864,0
3180,77744,312952,0
3132,84784,316696,0
3204,60192,323664,0
3204,72264,314024,0
3212,77840,311960,0
3216,77856,313040,0
3308,59240,324088,0
3292,59432,324080,0
3296,59360,335800,0
3216,60136,323768,0
3220,60016,323728,0
3230,59912,323848,0
3228,59816,323808,0
3232,59744,323856,0
3248,59768,323920,0
3252,59624,323896,0
3260,59664,323952,0
3264,59616,323984,0
3278,59440,323976,0
3270,59536,324048,0
3268,59584,324000,0
3276,59552,324024,0
3250,59576,335568,0
3218,63024,321440,0
3258,62712,321536,0
3262,62600,321504,0
3264,62448,321616,0
3276,62512,321288,0
3296,65600,308888,0
3222,67280,310480,0
3264,68160,310528,0
3274,68016,321048,0
3258,68232,321016,0
3314,68016,321176,0
3296,68072,321048,0
3306,68072,321176,0
3232,72488,307984,0
3306,72168,307904,0
3288,72168,307936,0
3292,72648,308088,0
3292,72592,308096,0
3296,72624,308104,0
3266,72048,313640,0
3284,75120,306504,0
3302,75056,306464,0
3294,77808,307464,0
3302,77680,308064,0
3282,77824,308568,0
3282,77880,308560,0
3296,76992,312040,0
3248,76304,321824,0
3264,76392,321832,0
3266,76336,321864,0
3266,76376,321880,0
3276,76416,321920,0
3292,76464,321952,0
3300,76480,321968,0
3302,78256,305816,0
3268,78280,306568,0
3268,78008,307184,0
3260,78264,306784,0
3274,77968,307264,0
3286,78152,307072,0
3220,77944,309856,0
3224,77960,309752,0
3228,78000,309952,0
3278,77840,308624,0
3292,77824,308592,0
3236,77904,311872,0
3246,78072,310584,0
3252,78096,310888,0
3244,77904,311840,0
3264,77992,311800,0
3282,78272,311680,0
3272,78056,311728,0
3284,78144,311440,0
3298,78216,311632,0
3232,77936,313088,0
3300,87624,313856,0
3300,87816,313960,0
3240,86472,316704,0
3256,86576,316688,0
3260,86608,316672,0
3264,86624,316672,0
3272,86672,316656,0
3280,86720,316640,0
3298,86808,316632,0
3308,59312,324128,0
3324,59184,324184,0
3332,59120,324208,0
3336,59088,324224,0
3348,58992,324256,0
3376,58496,324424,0
3372,58808,324344,0
3380,58704,324384,0
3394,58552,324456,0
3380,58688,324400,0
3390,58488,324520,0
3384,58656,324416,0
3384,58640,324432,0
3374,59112,336104,0
3368,61280,322064,0
3388,61024,322040,0
3400,60792,322080,0
3402,60984,322088,0
3406,60616,322120,0
3394,61176,322048,0
3344,61536,321864,0
3344,62040,321720,0
3378,67320,310432,0
3400,67192,310360,0
3322,68112,310720,0
3332,68240,310840,0
3330,68808,311008,0
3362,69192,311200,0
3364,69288,311232,0
3376,69592,311592,0
3320,68032,321208,0
3326,67904,321272,0
3334,67824,321248,0
3336,67912,321328,0
3358,67864,321200,0
3374,70256,312280,0
3376,69744,311776,0
3344,71368,313016,0
3378,70840,312920,0
3346,71952,307840,0
3302,71992,313480,0
3314,71880,313456,0
3342,71784,313344,0
3344,71864,313360,0
3396,71808,313208,0
3392,75120,306296,0
3326,73888,316032,0
3382,73904,316032,0
3356,76848,311952,0
3360,76856,311944,0
3392,76712,311784,0
3410,76696,311736,0
3308,76496,321984,0
3312,76512,322000,0
3338,76584,322056,0
3360,76672,322112,0
3366,76696,322120,0
3376,76720,322144,0
3380,76752,322144,0
3348,78800,299184,0
3344,78736,298928,0
3348,78800,298968,0
3360,78792,298712,0
3352,78800,298896,0
3356,78800,298832,0
3356,78800,298808,0
3362,78736,299368,0
3360,78768,299392,0
3372,78744,299568,0
3366,78760,299480,0
3370,78784,298600,0
3388,78784,298288,0
3380,78744,299824,0
3376,78784,298536,0
3376,78736,299656,0
3384,78784,298408,0
3384,78832,298192,0
3394,78768,298184,0
3390,78760,299976,0
3398,78704,301600,0
3400,78664,301912,0
3404,78784,300144,0
3392,78736,301984,0
3398,78688,302072,0
3404,78632,302040,0
3310,78264,305688,0
3382,78584,305128,0
3316,78328,311632,0
3308,78384,311616,0
3330,78416,311624,0
3388,78808,311536,0
3380,85904,313432,0
3394,85744,313368,0
3402,85616,313328,0
3310,87864,313928,0
3324,88168,314032,0
3322,88064,314016,0
3330,86992,313704,0
3336,86904,313680,0
3356,86528,313632,0
3364,86208,313568,0
3364,86224,313552,0
3364,86272,313584,0
3372,86272,313584,0
3372,86280,313608,0
3374,86232,313544,0
3386,86240,313872,0
3380,86240,313584,0
3324,86968,316576,0
3316,86896,316624,0
3340,87024,316592,0
3364,87120,316568,0
3376,88944,314184,0
3388,89040,314216,0
3400,89112,314264,0
3468,59248,322528,0
3412,58432,324512,0
3416,58416,324528,0
3438,58272,324600,0
3458,59064,322640,0
3454,58176,324624,0
3462,58120,324640,0
3420,60368,322192,0
3436,60016,322352,0
3424,60288,322240,0
3432,60312,322256,0
3424,60248,322296,0
3428,60224,322264,0
3450,59856,322408,0
3456,59760,322432,0
3462,59656,322456,0
3472,59488,322504,0
3468,59568,322480,0
3436,65168,308840,0
3480,65096,308832,0
3430,67056,310288,0
3458,66920,310208,0
3452,67608,321456,0
3484,67488,321392,0
3436,71344,307808,0
3452,71280,307808,0
3472,75064,306096,0
3460,73912,316056,0
3468,73928,316048,0
3460,73920,316048,0
3412,76552,311648,0
3416,76608,311608,0
3422,76696,311576,0
3438,76672,311512,0
3438,76544,311664,0
3456,76688,311504,0
3456,76168,311616,0
3466,76072,311616,0
3408,76864,322192,0
3416,76896,322208,0
3424,76928,322224,0
3428,76960,322240,0
3436,76992,322256,0
3440,77008,322272,0
3458,77072,322296,0
3468,77120,322352,0
3456,78680,297744,0
3462,78600,297552,0
3468,78528,297496,0
3472,78536,297384,0
3412,78752,301288,0
3408,78808,300472,0
3416,78864,300144,0
3422,78760,300784,0
3408,78672,302088,0
3408,78672,302112,0
3418,78656,302240,0
3412,78672,302144,0
3432,78696,302424,0
3440,78720,302552,0
3458,78776,302904,0
3444,78736,302624,0
3454,78744,302608,0
3448,78736,302656,0
3448,78736,302672,0
3460,78816,303224,0
3464,78888,303168,0
3464,78816,303352,0
3464,78816,303448,0
3464,79320,311392,0
3434,78208,313320,0
3468,81152,311592,0
3442,82256,312216,0
3440,82184,312176,0
3448,82168,312160,0
3424,83160,312600,0
3420,83424,312704,0
3420,83640,312760,0
3428,83808,312856,0
3420,83312,312656,0
3424,83568,312768,0
3432,83936,312896,0
3412,85520,313296,0
3416,85472,313280,0
3420,85440,313280,0
3424,85408,313264,0
3426,85376,313264,0
3440,85248,313232,0
3436,84032,312920,0
3436,84096,312944,0
3450,84408,313008,0
3440,84176,312960,0
3444,84232,312976,0
3456,85000,313160,0
3456,84800,313152,0
3452,84680,313088,0
3460,84240,313016,0
3460,84584,313072,0
3464,84352,312992,0
3438,89360,314440,0
3480,49240,327960,0
3496,49584,327720,0
3498,49896,327520,0
3488,49352,327864,0
3490,49424,327824,0
3486,59128,322616,0
3496,59024,322680,0
3502,58720,322736,0
3494,58896,322680,0
3480,57976,324688,0
3492,57840,324704,0
3496,57800,324712,0
3500,57776,324720,0
3488,65072,308832,0
3492,65056,308832,0
3508,65016,308832,0
3514,67456,321440,0
3482,71016,307872,0
3506,71664,312920,0
3484,71728,312968,0
3456,73864,316088,0
3492,78488,297208,0
3480,78792,303712,0
3490,78640,304472,0
3494,78688,304160,0
3480,79392,311344,0
3480,81944,312048,0
3488,81240,311728,0
3496,80304,311472,0
3504,80120,311456,0
3490,90040,315256,0
3520,50088,327464,0
3504,49720,327640,0
3508,49816,327592,0
3512,49904,327552,0
3534,50544,327256,0
3528,50864,327184,0
3528,50304,327344,0
3536,51176,327112,0
3536,50672,327200,0
3546,51032,327032,0
3540,50768,327160,0
3540,50800,327136,0
3540,50816,327136,0
3544,50880,327104,0
3516,51968,326504,0
3532,52024,326424,0
3544,52440,326168,0
3534,51808,326592,0
3534,52168,326320,0
3546,52712,326032,0
3536,52272,326272,0
3546,53104,325864,0
3536,52288,326256,0
3548,52912,325984,0
3544,52912,325936,0
3550,52800,326096,0
3550,53384,325776,0
3562,52784,326032,0
3562,52920,325968,0
3564,53160,325872,0
3542,51408,326832,0
3544,51200,326944,0
3602,54840,324320,0
3596,55144,324200,0
3596,55080,324224,0
3558,53592,325728,0
3568,54288,325528,0
3568,53336,325808,0
3572,54608,325336,0
3564,53488,325744,0
3560,56992,323288,0
3560,57120,323336,0
3556,56776,323432,0
3556,57272,323264,0
3564,55808,323792,0
3556,57224,323184,0
3564,56088,323672,0
3564,56704,323512,0
3572,55616,323896,0
3566,56512,323488,0
3564,56800,323376,0
3570,56592,323552,0
3566,56880,323440,0
3576,55360,324048,0
3564,56816,323456,0
3580,56000,323792,0
3576,56296,323704,0
3568,56352,323560,0
3574,55680,323968,0
3568,56520,323504,0
3568,56784,323472,0
3572,56704,323504,0
3576,56408,323624,0
3582,55576,324000,0
3576,56344,323640,0
3580,56144,323728,0
3580,56224,323688,0
3592,55424,324080,0
3584,55696,323984,0
3584,55888,323856,0
3590,55792,323904,0
3592,55688,323952,0
3560,57152,324744,0
3548,57296,324816,0
3562,57168,324832,0
3570,57048,324840,0
3586,56720,324928,0
3574,56936,324872,0
3582,56904,324848,0
3580,56864,324896,0
3586,56936,324800,0
3588,55488,325192,0
3586,55816,325056,0
3588,56064,324992,0
3582,56464,324880,0
3594,55888,325048,0
3598,56152,325040,0
3596,55552,325256,0
3592,56424,325024,0
3588,56472,324904,0
3600,55648,325240,0
3596,56480,324888,0
3502,58344,322744,0
3508,58624,322768,0
3516,57904,322968,0
3508,58608,322768,0
3508,58560,322776,0
3512,58488,322800,0
3524,58232,322872,0
3534,57936,323000,0
3528,58096,322912,0
3538,57880,322952,0
3542,57744,323088,0
3542,57672,323024,0
3550,57440,323112,0
3552,57464,323192,0
3544,57520,323168,0
3552,58528,322600,0
3506,57608,324736,0
3510,57544,324744,0
3504,57744,324736,0
3508,57696,324744,0
3520,57616,324768,0
3536,57448,324776,0
3538,58728,336608,0
3510,65088,308840,0
3512,65120,308864,0
3518,65104,308856,0
3524,64960,308832,0
3528,64928,308832,0
3536,64896,308832,0
3540,64880,308832,0
3544,64864,308832,0
3570,64736,308840,0
3582,66312,309888,0
3526,67536,321496,0
3552,67424,321616,0
3584,67368,321560,0
3514,70912,307920,0
3540,70728,307968,0
3530,71672,312880,0
3540,71632,312864,0
3554,71608,312800,0
3586,75048,305864,0
3592,75048,305808,0
3560,75392,311488,0
3604,75160,311328,0
3530,73800,316112,0
3582,77464,292864,0
3580,77656,293816,0
3590,77400,292608,0
3588,77576,293248,0
3590,77600,293376,0
3598,77616,293416,0
3576,77712,294208,0
3586,77688,293920,0
3538,76704,311064,0
3552,76624,311000,0
3558,76680,310952,0
3540,77440,322496,0
3542,77400,322512,0
3554,77512,322544,0
3564,77568,322576,0
3568,77584,322592,0
3568,77600,322592,0
3572,77616,322608,0
3578,77656,322632,0
3584,77680,322656,0
3588,77712,322672,0
3592,77728,322688,0
3544,77984,295248,0
3540,77976,294760,0
3554,78032,295464,0
3554,78096,295808,0
3552,78112,295920,0
3566,78064,295608,0
3572,78048,295584,0
3518,78320,296864,0
3508,78424,297048,0
3520,78232,296504,0
3524,78208,296368,0
3524,78248,296456,0
3534,78152,296216,0
3528,78176,296304,0
3538,78112,296056,0
3518,79448,311184,0
3578,79640,311120,0
3614,79712,311040,0
3546,78536,313488,0
3524,87784,316624,0
3540,87952,316584,0
3532,89920,315032,0
3548,90088,315256,0
3556,90096,315232,0
3552,88136,316680,0
3570,90296,315384,0
3576,90400,315440,0
3588,90528,315512,0
3600,90656,315576,0
3592,90560,315536,0
3652,51096,325752,0
3658,50792,325984,0
3662,50576,326152,0
3672,50376,326288,0
3676,50680,326064,0
3682,50384,326392,0
3682,50160,326544,0
3684,50296,326352,0
3688,50056,326600,0
3686,49896,326736,0
3712,49248,327176,0
3702,49376,327064,0
3630,51808,325272,0
3638,52560,324928,0
3636,51696,325368,0
3640,52080,325072,0
3644,51600,325472,0
3648,52520,324896,0
3648,51616,325352,0
3644,51808,325224,0
3648,51392,325528,0
3650,53024,324672,0
3648,51272,325624,0
3658,51256,325688,0
3666,53264,324680,0
3608,54632,324424,0
3626,54176,324488,0
3620,54424,324432,0
3616,54576,324400,0
3624,54304,324464,0
3640,53816,324528,0
3644,53456,324552,0
3612,53568,325704,0
3666,58232,337056,0
3606,64584,308880,0
3604,64576,308848,0
3608,64560,308848,0
3628,64464,308832,0
3634,64432,308832,0
3648,65496,309432,0
3640,64384,308832,0
3666,64256,308824,0
3670,64272,308904,0
3616,66160,309808,0
3604,66192,309824,0
3628,66016,309728,0
3640,65808,309616,0
3666,67016,321768,0
3676,67016,321824,0
3680,69888,308088,0
3676,69872,308160,0
3640,69792,308272,0
3640,69792,308256,0
3640,69808,308256,0
3644,69792,308256,0
3648,72240,312216,0
3658,72232,312152,0
3622,71896,312528,0
3628,71992,312440,0
3628,72088,312352,0
3652,74992,311224,0
3660,74976,311216,0
3688,74904,311168,0
3608,76896,291600,0
3628,77096,291832,0
3628,76928,291608,0
3628,76976,291664,0
3614,77288,292328,0
3662,76744,310568,0
3672,76728,310528,0
3604,77792,322736,0
3628,79776,311024,0
3690,79880,310952,0
3692,79080,313832,0
3612,77832,322768,0
3620,77872,322784,0
3640,77976,322880,0
3670,78160,323016,0
3684,78240,323104,0
3698,78328,323112,0
3610,90736,315624,0
3618,90816,315688,0
3632,90976,315824,0
3644,91072,315920,0
3656,91384,316168,0
3650,91112,315960,0
3660,91256,316120,0
3656,91152,316000,0
3662,91528,316352,0
3656,91168,316016,0
3676,91704,316520,0
3688,92008,316744,0
3700,92232,316896,0
3702,92440,317064,0
3710,92696,317376,0
3720,58128,337232,0
3712,58128,337216,0
3704,64912,309088,0
3710,67040,321856,0
3744,66904,321928,0
3744,69616,308064,0
3732,69664,308064,0
3702,71096,311688,0
3716,71872,311688,0
3748,71824,311520,0
3704,74928,305584,0
3738,75048,305408,0
3714,74904,311128,0
3728,74752,311104,0
3714,79152,313888,0
3716,92608,317312,0
3714,93016,317600,0
3712,92784,317448,0
3722,93496,318016,0
3716,92952,317592,0
3724,93120,317720,0
3728,93840,318288,0
3724,93400,317936,0
3730,93200,317808,0
3728,93688,318168,0
3730,93464,317928,0
3728,93712,318192,0
3734,94560,318856,0
3736,94448,318752,0
3770,58112,337504,0
3758,64408,308552,0
3794,63552,308728,0
3784,64224,308376,0
3790,64152,308304,0
3796,64176,308336,0
3740,66848,321744,0
3752,66992,322000,0
3760,66768,322024,0
3774,66880,321912,0
3786,66816,321872,0
3826,66696,321840,0
3794,67104,322504,0
3756,69568,308080,0
3756,69552,308080,0
3784,69336,308048,0
3798,69272,308096,0
3778,70960,311624,0
3804,70872,311640,0
3766,75080,305168,0
3800,75240,304688,0
3790,75304,304952,0
3794,75128,304808,0
3802,75136,304816,0
3754,74568,311136,0
3764,73952,316328,0
3758,73968,316288,0
3794,76376,309840,0
3804,76328,309888,0
3802,89520,316896,0
3760,94968,319248,0
3764,95088,319328,0
3764,95104,319344,0
3772,95184,319400,0
3784,95344,319528,0
3870,57960,337960,0
3898,63464,307736,0
3836,63184,308608,0
3866,63000,308552,0
3878,62920,308480,0
3890,62536,308272,0
3908,62624,308272,0
3840,64032,308192,0
3854,64048,308192,0
3866,63856,308056,0
3868,63808,308024,0
3872,63768,308000,0
3890,63608,307872,0
3802,64152,308312,0
3808,64128,308288,0
3816,64112,308272,0
3820,64096,308256,0
3824,64080,308240,0
3828,64064,308224,0
3802,67096,322632,0
3844,67088,323048,0
3866,67264,323936,0
3860,67168,323776,0
3876,67344,324064,0
3888,67416,324176,0
3896,67456,324240,0
3908,67504,324328,0
3870,68840,308112,0
3888,68688,308128,0
3908,68528,308144,0
3896,73648,311088,0
3898,73648,311048,0
3884,75296,304096,0
3888,75296,304080,0
3896,75312,304048,0
3904,75320,303992,0
3808,75264,304912,0
3820,75304,304536,0
3820,75200,304760,0
3812,75200,304832,0
3828,75312,304432,0
3840,75296,304336,0
3844,75296,304320,0
3856,75280,304240,0
3872,75296,304160,0
3876,75296,304136,0
3834,74032,311112,0
3848,73856,311088,0
3852,73872,311104,0
3816,73920,316344,0
3906,73928,316384,0
3826,76312,309736,0
3820,76272,309824,0
3824,76256,309808,0
3832,76208,309776,0
3846,76184,309688,0
3862,76136,309616,0
3870,76104,309576,0
3876,76080,309552,0
3880,76064,309536,0
3888,76032,309488,0
